"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Anrede","Bordseite","Deck"
"1","2","male",0.83,1,1,18.75,"S","Master.",NA,"NA"
"0","3","male",30,0,0,7.2292,"C","Mr.",NA,"NA"
"0","3","male",23,0,0,7.8542,"S","Mr.",NA,"NA"
"0","3","male",18,0,0,8.3,"S","Mr.",NA,"NA"
"1","1","female",39,1,1,83.1583,"C","Miss.","Steuerbord","E"
"0","3","male",21,0,0,8.6625,"S","Mr.",NA,"NA"
"0","3","male",30,0,0,8.05,"S","Mr.",NA,"NA"
"1","3","male",32,0,0,56.4958,"S","Mr.",NA,"NA"
"1","1","male",30,0,0,29.7,"C","Mr.","Steuerbord","C"
"0","3","male",20,0,0,7.925,"S","Mr.",NA,"NA"
"0","2","male",16,0,0,10.5,"S","Mr.",NA,"NA"
"1","1","female",30,0,0,31,"C","Miss.",NA,"NA"
"0","3","male",34.5,0,0,6.4375,"C","Mr.",NA,"NA"
"0","3","male",17,0,0,8.6625,"S","Mr.",NA,"NA"
"0","3","male",42,0,0,7.55,"S","Mr.",NA,"NA"
"0","3","male",30,8,2,69.55,"S","Mr.",NA,"NA"
"0","3","male",35,0,0,7.8958,"C","Mr.",NA,"NA"
"0","2","male",28,0,1,33,"S","Rev.",NA,"NA"
"1","1","female",35,1,0,89.1042,"C","Mrs.","Backbord","C"
"0","3","male",4,4,2,31.275,"S","Master.",NA,"NA"
"0","3","male",74,0,0,7.775,"S","Mr.",NA,"NA"
"0","3","female",9,1,1,15.2458,"C","Miss.",NA,"NA"
"1","1","female",16,0,1,39.4,"S","Miss.","Backbord","D"
"0","2","female",44,1,0,26,"S","Mrs.",NA,"NA"
"1","3","female",18,0,1,9.35,"S","Mrs.",NA,"NA"
"1","1","female",45,1,1,164.8667,"S","Mrs.",NA,"NA"
"1","1","male",51,0,0,26.55,"S","Mr.","Steuerbord","E"
"1","3","female",24,0,3,19.2583,"C","Mrs.",NA,"NA"
"0","3","male",30,0,0,7.2292,"C","Mr.",NA,"NA"
"0","3","male",41,2,0,14.1083,"S","Mr.",NA,"NA"
"0","2","male",21,1,0,11.5,"S","Mr.",NA,"NA"
"1","1","female",48,0,0,25.9292,"S","Mrs.","Steuerbord","D"
"0","3","female",21,8,2,69.55,"S","Miss.",NA,"NA"
"0","2","male",24,0,0,13,"S","Mr.",NA,"NA"
"1","2","female",42,0,0,13,"S","Mrs.",NA,"NA"
"1","2","female",27,1,0,13.8583,"C","Miss.",NA,"NA"
"0","1","male",31,0,0,50.4958,"S","Mr.","Backbord","A"
"0","3","male",30,0,0,9.5,"S","Mr.",NA,"NA"
"1","3","male",4,1,1,11.1333,"S","Master.",NA,"NA"
"0","3","male",26,0,0,7.8958,"S","Mr.",NA,"NA"
"1","1","female",47,1,1,52.5542,"S","Mrs.","Steuerbord","D"
"0","1","male",33,0,0,5,"S","Mr.","Steuerbord","B B B"
"0","3","male",47,0,0,9,"S","Mr.",NA,"NA"
"1","2","female",28,1,0,24,"C","Mrs.",NA,"NA"
"1","3","female",15,0,0,7.225,"C","Miss.",NA,"NA"
"0","3","male",20,0,0,9.8458,"S","Mr.",NA,"NA"
"0","3","male",19,0,0,7.8958,"S","Mr.",NA,"NA"
"0","3","male",30,0,0,7.8958,"S","Mr.",NA,"NA"
"1","1","female",56,0,1,83.1583,"C","Mrs.","Backbord","C"
"1","2","female",25,0,1,26,"S","Mrs.",NA,"NA"
"0","3","male",33,0,0,7.8958,"S","Mr.",NA,"NA"
"0","3","female",22,0,0,10.5167,"S","Miss.",NA,"NA"
"0","2","male",28,0,0,10.5,"S","Mr.",NA,"NA"
"0","3","male",25,0,0,7.05,"S","Mr.",NA,"NA"
"0","3","female",39,0,5,29.125,"Q","Mrs.",NA,"NA"
"0","2","male",27,0,0,13,"S","Rev.",NA,"NA"
"1","1","female",19,0,0,30,"S","Miss.","Backbord","B"
"0","3","female",21,1,2,23.45,"S","Miss.",NA,"NA"
"1","1","male",26,0,0,30,"C","Mr.","Backbord","C"
"0","3","male",32,0,0,7.75,"Q","Mr.",NA,"NA"
